cell,formula,cached_value,ambiguity_flag,upstream_sheets,expected_value_status,safe_to_use_as_gtc_expected,notes
R42,"=IF(Q42=0,"""",IF(Q42<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q42>'Fiscal Terms_PIA'!$W$60,Q42<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q42-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q42,IF(AND(Q42>'Fiscal Terms_PIA'!$W$61,Q42<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q42-'Fiscal Terms_PIA'!$W$61))/Q42,IF(AND(Q42>'Fiscal Terms_PIA'!$W$62,Q42<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q42-'Fiscal Terms_PIA'!$W$62))/Q42,IF(AND(Q42>'Fiscal Terms_PIA'!$W$63,Q42<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q42-'Fiscal Terms_PIA'!$W$63))/Q42,'Fiscal Terms_PIA'!$X$65))))))",,NO_CACHED_VALUE,Fiscal Terms_PIA,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
S42,"=IF(Q42=0,"""",100%-R42)",,NO_CACHED_VALUE,,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
R43,"=IF(Q43=0,"""",IF(Q43<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q43>'Fiscal Terms_PIA'!$W$60,Q43<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q43-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q43,IF(AND(Q43>'Fiscal Terms_PIA'!$W$61,Q43<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q43-'Fiscal Terms_PIA'!$W$61))/Q43,IF(AND(Q43>'Fiscal Terms_PIA'!$W$62,Q43<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q43-'Fiscal Terms_PIA'!$W$62))/Q43,IF(AND(Q43>'Fiscal Terms_PIA'!$W$63,Q43<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q43-'Fiscal Terms_PIA'!$W$63))/Q43,'Fiscal Terms_PIA'!$X$65))))))",,NO_CACHED_VALUE,Fiscal Terms_PIA,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
S43,"=IF(Q43=0,"""",100%-R43)",,NO_CACHED_VALUE,,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
R44,"=IF(Q44=0,"""",IF(Q44<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q44>'Fiscal Terms_PIA'!$W$60,Q44<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q44-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q44,IF(AND(Q44>'Fiscal Terms_PIA'!$W$61,Q44<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q44-'Fiscal Terms_PIA'!$W$61))/Q44,IF(AND(Q44>'Fiscal Terms_PIA'!$W$62,Q44<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q44-'Fiscal Terms_PIA'!$W$62))/Q44,IF(AND(Q44>'Fiscal Terms_PIA'!$W$63,Q44<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q44-'Fiscal Terms_PIA'!$W$63))/Q44,'Fiscal Terms_PIA'!$X$65))))))",,NO_CACHED_VALUE,Fiscal Terms_PIA,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
S44,"=IF(Q44=0,"""",100%-R44)",,NO_CACHED_VALUE,,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
R45,"=IF(Q45=0,"""",IF(Q45<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q45>'Fiscal Terms_PIA'!$W$60,Q45<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q45-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q45,IF(AND(Q45>'Fiscal Terms_PIA'!$W$61,Q45<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q45-'Fiscal Terms_PIA'!$W$61))/Q45,IF(AND(Q45>'Fiscal Terms_PIA'!$W$62,Q45<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q45-'Fiscal Terms_PIA'!$W$62))/Q45,IF(AND(Q45>'Fiscal Terms_PIA'!$W$63,Q45<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q45-'Fiscal Terms_PIA'!$W$63))/Q45,'Fiscal Terms_PIA'!$X$65))))))",,NO_CACHED_VALUE,Fiscal Terms_PIA,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
S45,"=IF(Q45=0,"""",100%-R45)",,NO_CACHED_VALUE,,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
R46,"=IF(Q46=0,"""",IF(Q46<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q46>'Fiscal Terms_PIA'!$W$60,Q46<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q46-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q46,IF(AND(Q46>'Fiscal Terms_PIA'!$W$61,Q46<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q46-'Fiscal Terms_PIA'!$W$61))/Q46,IF(AND(Q46>'Fiscal Terms_PIA'!$W$62,Q46<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q46-'Fiscal Terms_PIA'!$W$62))/Q46,IF(AND(Q46>'Fiscal Terms_PIA'!$W$63,Q46<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q46-'Fiscal Terms_PIA'!$W$63))/Q46,'Fiscal Terms_PIA'!$X$65))))))",,NO_CACHED_VALUE,Fiscal Terms_PIA,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
S46,"=IF(Q46=0,"""",100%-R46)",,NO_CACHED_VALUE,,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
R47,"=IF(Q47=0,"""",IF(Q47<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q47>'Fiscal Terms_PIA'!$W$60,Q47<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q47-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q47,IF(AND(Q47>'Fiscal Terms_PIA'!$W$61,Q47<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q47-'Fiscal Terms_PIA'!$W$61))/Q47,IF(AND(Q47>'Fiscal Terms_PIA'!$W$62,Q47<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q47-'Fiscal Terms_PIA'!$W$62))/Q47,IF(AND(Q47>'Fiscal Terms_PIA'!$W$63,Q47<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q47-'Fiscal Terms_PIA'!$W$63))/Q47,'Fiscal Terms_PIA'!$X$65))))))",,NO_CACHED_VALUE,Fiscal Terms_PIA,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
S47,"=IF(Q47=0,"""",100%-R47)",,NO_CACHED_VALUE,,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
R48,"=IF(Q48=0,"""",IF(Q48<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q48>'Fiscal Terms_PIA'!$W$60,Q48<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q48-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q48,IF(AND(Q48>'Fiscal Terms_PIA'!$W$61,Q48<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q48-'Fiscal Terms_PIA'!$W$61))/Q48,IF(AND(Q48>'Fiscal Terms_PIA'!$W$62,Q48<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q48-'Fiscal Terms_PIA'!$W$62))/Q48,IF(AND(Q48>'Fiscal Terms_PIA'!$W$63,Q48<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q48-'Fiscal Terms_PIA'!$W$63))/Q48,'Fiscal Terms_PIA'!$X$65))))))",,NO_CACHED_VALUE,Fiscal Terms_PIA,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
S48,"=IF(Q48=0,"""",100%-R48)",,NO_CACHED_VALUE,,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
R49,"=IF(Q49=0,"""",IF(Q49<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q49>'Fiscal Terms_PIA'!$W$60,Q49<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q49-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q49,IF(AND(Q49>'Fiscal Terms_PIA'!$W$61,Q49<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q49-'Fiscal Terms_PIA'!$W$61))/Q49,IF(AND(Q49>'Fiscal Terms_PIA'!$W$62,Q49<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q49-'Fiscal Terms_PIA'!$W$62))/Q49,IF(AND(Q49>'Fiscal Terms_PIA'!$W$63,Q49<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q49-'Fiscal Terms_PIA'!$W$63))/Q49,'Fiscal Terms_PIA'!$X$65))))))",,NO_CACHED_VALUE,Fiscal Terms_PIA,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
S49,"=IF(Q49=0,"""",100%-R49)",,NO_CACHED_VALUE,,MISSING_CACHE_REQUIRES_EXCEL_RECALC_OR_MANUAL,NO,"Do not fabricate expected output. Open in Excel and recalculate, or validate manually."
L1,=Ec_IO!G22,New Acreage,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U1,=Ec_IO!$G$24,R/T (SR),,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A3,=FLGT!A3,YEAR,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B3,=FLGT!W3,Nominal Oil Revenue,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C3,=FLGT!X3,Nominal Gas Revenue,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D3,=FLGT!Y3,Nominal Total Revenue,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G3,=Cap_Allow!FP2,Expensed CAPEX,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J3,=CIT_NCF_Oil!Z3,Allowable Interest,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q3,=FLGT!D3,Cumulative Oil Production,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B4,=FLGT!W4,$mm,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C4,=FLGT!X4,$mm,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D4,=FLGT!Y4,$mm,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A5,=FLGT!A5,2024,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B5,=FLGT!W5,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C5,=FLGT!X5,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D5,=FLGT!Y5,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E5,=SUM(FLGT!AB5:AD5),0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F5,=FLGT!AE5+FLGT!AF5+FLGT!AG5+FLGT!AH5+FLGT!Z5,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J5,=CIT_NCF_Oil!Z5,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K5,=F5+H5+I5+G5+J5,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L5,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D5-E5),'Fiscal Terms_PIA'!$U$60*(D5-E5))",0,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M5,=D5-E5-L5,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N5,"=IF(AND(G5=0,D5=0),0,IF(L5-K5+N4<0,L5-K5+N4,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O5,"=IF(AND(G5=0,D5=0),0,IF(L5-K5+N4>0,L5-K5+N4,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P5,=O5+M5,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q5,=FLGT!D5,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T5,"=IFERROR(S5*P5,0)",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U5,"=IF(Ec_IO!$G$24=""PSC/SC"",(P5-T5),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A6,=FLGT!A6,2025,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B6,=FLGT!W6,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C6,=FLGT!X6,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D6,=FLGT!Y6,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E6,=SUM(FLGT!AB6:AD6),0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F6,=FLGT!AE6+FLGT!AF6+FLGT!AG6+FLGT!AH6+FLGT!Z6,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J6,=CIT_NCF_Oil!Z6,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K6,=F6+H6+I6+G6+J6,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L6,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D6-E6),'Fiscal Terms_PIA'!$U$60*(D6-E6))",0,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M6,=D6-E6-L6,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N6,"=IF(AND(G6=0,D6=0),0,IF(L6-K6+N5<0,L6-K6+N5,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O6,"=IF(AND(G6=0,D6=0),0,IF(L6-K6+N5>0,L6-K6+N5,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P6,=O6+M6,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q6,=FLGT!D6,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T6,"=IFERROR(S6*P6,0)",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U6,"=IF(Ec_IO!$G$24=""PSC/SC"",(P6-T6),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A7,=FLGT!A7,2026,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B7,=FLGT!W7,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C7,=FLGT!X7,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D7,=FLGT!Y7,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E7,=SUM(FLGT!AB7:AD7),0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F7,=FLGT!AE7+FLGT!AF7+FLGT!AG7+FLGT!AH7+FLGT!Z7,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J7,=CIT_NCF_Oil!Z7,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K7,=F7+H7+I7+G7+J7,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
